Age,Location,Gender,Income
36,Suburban,Male,72268
47,Urban,Female,73354
62,Suburban,Male,195659
35,Suburban,Male,69138
31,Rural,Male,161846
53,Urban,Male,75408
53,Suburban,Female,74594
37,Urban,Male,66930
69,Suburban,Female,3404066
36,Urban,Female,69438
62,Urban,Male,1189511
61,Suburban,Male,70092
24,Suburban,Male,65104
61,Urban,Male,66356
70,Urban,Female,72542
21,Urban,Female,70060
51,Urban,Male,174297
19,Urban,Female,69868
22,Urban,Male,4652173
27,Urban,Male,74212
49,Urban,Female,713409
59,Urban,Female,73400
58,Rural,Female,151382
30,Urban,Male,2025740
56,Urban,Female,5067966
22,Suburban,Female,66030
27,Urban,Male,67784
27,Urban,Male,65244
55,Urban,Male,68418
44,Urban,Male,66270
68,Urban,Male,72390
38,Urban,Male,70684
25,Rural,Female,1355958
18,Urban,Male,74294
45,Suburban,Male,72922
66,Urban,Female,74852
56,Urban,Female,74448
31,Urban,Female,7900144
38,Urban,Female,74758
47,Suburban,Male,626365
38,Urban,Male,556346
66,Urban,Male,48535
26,Urban,Male,7460523
34,Urban,Female,70468
22,Suburban,Female,75198
48,Suburban,Male,3016051
69,Suburban,Male,68280
57,Urban,Female,68220
55,Urban,Female,69942
60,Urban,Female,522930
36,Urban,Female,70344
53,Urban,Male,7820296
67,Rural,Female,72104
50,Rural,Male,66698
30,Rural,Female,427771
31,Urban,Male,67388
50,Urban,Female,70110
46,Suburban,Male,66132
60,Suburban,Female,9083200
66,Suburban,Female,3514780
53,Urban,Female,65934
61,Suburban,Male,72294
27,Urban,Female,65484
48,Urban,Male,161568
23,Suburban,Male,382816
18,Urban,Male,4867787
24,Urban,Male,5253902
44,Urban,Male,74644
38,Urban,Female,1395972
45,Urban,Male,64912
33,Urban,Male,72448
63,Urban,Female,75370
40,Urban,Female,67186
69,Suburban,Female,75278
37,Urban,Female,68038
55,Suburban,Female,154390
42,Urban,Male,64908
45,Urban,Female,274124
22,Urban,Female,3459851
38,Urban,Female,2730353
35,Suburban,Male,7848650
64,Urban,Male,70564
23,Rural,Male,3567970
46,Urban,Male,71074
36,Rural,Female,812964
50,Urban,Male,3557707
18,Urban,Female,70050
62,Urban,Female,72992
20,Urban,Male,38415
59,Urban,Female,917587
38,Urban,Female,75302
52,Urban,Male,74578
58,Suburban,Male,55951
57,Suburban,Male,9922858
20,Urban,Male,68978
42,Urban,Female,71988
62,Urban,Male,42938
55,Suburban,Male,904118
62,Urban,Female,66284
37,Urban,Male,2568510
69,Urban,Female,2519929
61,Urban,Female,72992
62,Urban,Male,67648
51,Urban,Male,70110
38,Urban,Female,72838
65,Urban,Male,69144
40,Urban,Female,66078
23,Urban,Male,71176
68,Urban,Female,67952
70,Urban,Male,74306
30,Urban,Male,68634
66,Urban,Female,69326
40,Urban,Male,69592
26,Urban,Female,70376
34,Suburban,Male,72160
19,Urban,Male,69020
36,Urban,Female,72202
36,Urban,Female,535706
24,Urban,Male,68222
59,Rural,Male,488418
59,Suburban,Female,78673
37,Urban,Female,683137
26,Urban,Female,566659
34,Suburban,Male,68456
44,Suburban,Female,70518
64,Urban,Male,2186095
19,Urban,Male,70762
53,Suburban,Male,728777
36,Suburban,Male,75070
34,Urban,Female,75158
22,Urban,Female,135830
56,Urban,Female,68604
35,Urban,Female,67770
70,Urban,Female,74184
24,Urban,Male,65442
34,Suburban,Female,67332
56,Urban,Male,67538
53,Urban,Male,6667372
57,Suburban,Female,5613301
62,Urban,Male,1893747
21,Suburban,Female,67864
55,Suburban,Female,66714
42,Urban,Male,64922
22,Urban,Male,90480
47,Suburban,Female,65148
29,Urban,Male,69702
21,Urban,Male,2099456
41,Suburban,Male,73772
46,Urban,Male,67760
26,Urban,Male,67874
21,Urban,Female,71276
68,Urban,Male,73932
41,Urban,Male,209478
31,Urban,Female,72256
22,Urban,Male,1052753
35,Urban,Male,570121
59,Suburban,Female,44163
36,Urban,Female,74462
29,Urban,Female,73526
35,Urban,Female,3799080
34,Suburban,Male,88887
47,Urban,Female,146041
41,Urban,Male,1611947
28,Rural,Female,71780
52,Suburban,Female,69606
40,Urban,Male,71424
34,Suburban,Male,66708
18,Rural,Male,71698
32,Suburban,Male,1755980
49,Urban,Female,67692
26,Urban,Male,73548
32,Urban,Female,43769
45,Urban,Female,65428
41,Urban,Male,2050397
52,Urban,Male,64888
39,Urban,Female,72168
44,Urban,Male,1354375
36,Urban,Male,66514
62,Urban,Male,6071062
29,Urban,Female,559926
37,Urban,Female,66182
18,Rural,Male,528755
38,Suburban,Male,71734
66,Urban,Male,72178
62,Urban,Male,72998
18,Urban,Male,882016
27,Urban,Female,42906
64,Urban,Male,67490
49,Urban,Female,2561004
56,Urban,Female,69268
39,Urban,Male,1348410
35,Urban,Female,37088
65,Suburban,Male,72834
63,Suburban,Male,325918
49,Urban,Female,72920
44,Suburban,Female,72560
45,Rural,Male,1175199
35,Suburban,Male,74288
56,Suburban,Male,75372
66,Rural,Female,69164
46,Urban,Male,524432
35,Urban,Male,71994
61,Rural,Female,75046
25,Urban,Male,71026
48,Suburban,Male,5853012
51,Suburban,Male,74600
24,Urban,Male,96708
53,Urban,Male,71490
35,Urban,Female,73074
55,Urban,Female,65536
26,Urban,Male,367841
26,Urban,Male,3829616
63,Urban,Male,73074
25,Urban,Male,65088
68,Urban,Female,71180
52,Suburban,Female,395120
35,Suburban,Female,4277787
22,Urban,Male,70698
31,Urban,Female,72980
45,Rural,Female,72170
47,Urban,Female,71314
21,Urban,Male,69528
56,Urban,Male,75002
37,Urban,Female,2887834
42,Urban,Female,127620
45,Urban,Female,5468201
29,Urban,Male,350592
19,Urban,Female,42325
60,Urban,Male,74630
31,Urban,Female,65464
39,Urban,Male,304159
48,Urban,Female,67150
40,Suburban,Male,71098
65,Urban,Male,68860
37,Urban,Female,1386356
55,Urban,Male,346626
21,Suburban,Male,72902
32,Suburban,Female,68372
41,Urban,Male,69308
42,Urban,Female,69552
18,Urban,Male,68772
24,Urban,Female,72162
48,Suburban,Male,89445
29,Urban,Female,67088
59,Urban,Male,67368
22,Urban,Female,835906
61,Urban,Male,1476634
67,Urban,Male,74978
59,Urban,Female,68352
55,Urban,Female,68336
29,Urban,Male,74964
56,Urban,Male,1236409
35,Urban,Female,121713
19,Urban,Male,67298
27,Urban,Female,67782
32,Suburban,Female,992046
47,Urban,Female,65750
61,Urban,Male,7023831
34,Suburban,Male,69412
21,Suburban,Male,74728
24,Suburban,Male,2772650
58,Urban,Female,68528
48,Urban,Female,127828
68,Urban,Male,285105
56,Urban,Male,3375470
51,Urban,Female,68314
23,Suburban,Male,67930
67,Urban,Female,74014
55,Urban,Male,119969
62,Urban,Female,68912
68,Urban,Female,73332
51,Suburban,Male,116322
61,Urban,Female,104153
32,Urban,Female,73764
31,Urban,Male,74268
23,Suburban,Female,71850
67,Suburban,Female,331693
54,Urban,Female,74000
67,Urban,Male,67161
49,Urban,Male,236906
20,Rural,Female,72276
20,Urban,Male,68022
39,Urban,Female,74652
39,Urban,Female,69160
27,Suburban,Female,74238
68,Suburban,Female,4772933
20,Urban,Male,65556
29,Urban,Male,69212
46,Urban,Male,1082669
65,Urban,Female,63488
34,Urban,Female,68856
24,Suburban,Female,204986
30,Suburban,Male,581226
19,Rural,Male,74052
21,Urban,Male,69072
27,Urban,Male,7688701
56,Suburban,Male,65090
41,Urban,Male,718096
34,Urban,Male,64890
69,Urban,Female,73292
23,Rural,Female,404358
36,Suburban,Male,2451673
22,Urban,Female,65000
49,Urban,Female,75250
27,Suburban,Male,1304551
26,Suburban,Male,68914
44,Urban,Female,72598
30,Urban,Male,75028
36,Urban,Male,71016
38,Urban,Male,71132
41,Rural,Male,7249392
55,Urban,Female,40646
21,Urban,Male,75252
41,Urban,Female,65004
52,Urban,Male,417544
20,Urban,Male,62980
21,Suburban,Female,874283
54,Urban,Female,73416
57,Urban,Male,6313445
65,Urban,Male,73758
52,Suburban,Male,65822
48,Suburban,Female,74264
61,Urban,Female,65808
42,Urban,Female,43708
57,Urban,Male,71156
30,Urban,Male,141051
21,Urban,Female,417424
63,Suburban,Female,89071
31,Urban,Male,72484
30,Rural,Male,65248
44,Urban,Female,65826
23,Urban,Male,70308
34,Urban,Female,717209
53,Urban,Female,65728
57,Urban,Female,62149
66,Suburban,Female,511392
52,Urban,Female,67120
34,Urban,Female,65100
58,Suburban,Female,75388
19,Rural,Male,9471717
30,Urban,Female,69898
69,Suburban,Female,9707218
19,Urban,Male,67856
69,Urban,Female,74816
45,Urban,Male,67986
60,Rural,Male,793388
43,Urban,Female,385059
39,Urban,Male,70730
64,Urban,Male,73528
60,Urban,Male,66646
20,Urban,Female,74850
52,Urban,Male,66828
29,Urban,Male,60383
41,Urban,Female,72512
22,Urban,Female,65970
37,Urban,Male,67796
56,Urban,Male,286374
56,Urban,Female,72670
30,Suburban,Male,1182435
58,Urban,Female,129720
70,Urban,Male,66740
62,Suburban,Female,1959160
29,Urban,Female,66468
30,Urban,Male,38525
27,Rural,Male,67390
50,Urban,Male,8675791
57,Urban,Female,198800
33,Rural,Male,154954
62,Urban,Female,67612
52,Urban,Female,73468
20,Urban,Female,66482
22,Urban,Female,71472
43,Urban,Male,71855
28,Urban,Female,69078
24,Suburban,Female,68558
70,Rural,Male,72060
27,Urban,Male,8474271
59,Suburban,Male,72526
69,Urban,Female,65692
51,Urban,Female,2169636
20,Rural,Female,72374
25,Urban,Male,68358
48,Urban,Female,72976
28,Urban,Male,67144
62,Urban,Male,72860
24,Urban,Female,74552
62,Urban,Male,34564
19,Suburban,Male,4080614
23,Urban,Female,1383929
58,Urban,Female,68044
49,Urban,Male,441940
37,Urban,Male,72000
51,Rural,Male,651609
67,Rural,Male,66012
33,Suburban,Male,7803247
42,Urban,Male,9196019
29,Suburban,Male,345198
24,Urban,Male,8995054
56,Urban,Male,71918
34,Urban,Female,67924
62,Suburban,Female,69976
28,Urban,Female,68208
23,Urban,Male,71840
40,Urban,Male,239208
44,Urban,Male,2997003
63,Suburban,Male,83713
23,Urban,Female,55690
55,Urban,Male,67388
19,Urban,Female,9800208
39,Suburban,Male,170451
37,Urban,Male,31044
42,Urban,Female,72614
32,Urban,Female,72496
66,Urban,Female,68202
46,Suburban,Male,66976
25,Rural,Female,2981240
54,Urban,Male,67044
66,Urban,Female,72810
69,Urban,Male,69136
50,Urban,Female,121485
39,Urban,Female,3751166
67,Urban,Female,74582
64,Suburban,Male,8383577
22,Suburban,Female,67378
56,Suburban,Female,2318391
35,Urban,Female,68574
55,Suburban,Male,8398237
70,Urban,Male,66570
54,Urban,Female,69518
47,Suburban,Female,5411144
68,Rural,Female,74886
48,Suburban,Female,73702
27,Suburban,Male,5875804
32,Suburban,Male,70716
59,Urban,Female,71932
65,Suburban,Female,72110
61,Urban,Male,67152
35,Urban,Male,157770
40,Suburban,Female,73198
50,Rural,Female,1032370
33,Urban,Male,9987395
55,Suburban,Female,3655096
52,Urban,Female,470568
51,Rural,Male,779877
45,Urban,Male,70960
19,Urban,Male,74122
47,Suburban,Female,883710
30,Suburban,Male,75442
58,Suburban,Female,65854
33,Rural,Male,337228
22,Urban,Male,74914
45,Urban,Male,72868
70,Suburban,Female,74256
56,Rural,Male,68050
62,Urban,Female,71794
37,Urban,Female,3093723
41,Urban,Female,71166
44,Urban,Female,73552
47,Suburban,Female,73026
62,Urban,Female,68894
44,Urban,Female,158435
43,Suburban,Female,77987
24,Urban,Female,3429094
59,Suburban,Female,75218
64,Urban,Female,79456
70,Urban,Male,177712
55,Urban,Male,74650
22,Urban,Male,171739
40,Urban,Female,73556
45,Suburban,Male,942008
51,Urban,Female,65712
70,Urban,Male,508587
32,Suburban,Male,74820
49,Urban,Male,1530234
43,Rural,Male,2575420
65,Urban,Male,75196
48,Urban,Female,447850
36,Urban,Male,122541
26,Urban,Female,336578
46,Urban,Female,65842
68,Urban,Male,66084
56,Urban,Female,66630
21,Suburban,Male,72086
20,Suburban,Male,68470
46,Urban,Female,71610
69,Urban,Male,68586
28,Urban,Male,472865
50,Urban,Male,68170
55,Rural,Female,74306
28,Urban,Male,65338
44,Urban,Male,2089891
50,Urban,Female,6293766
38,Urban,Male,65222
56,Suburban,Female,67168
48,Urban,Female,75042
55,Suburban,Female,3944433
63,Urban,Female,96113
19,Urban,Female,1806605
44,Urban,Male,67030
53,Suburban,Male,73068
28,Urban,Male,44100
64,Urban,Female,68504
35,Urban,Male,2179690
18,Urban,Male,9531299
52,Suburban,Male,8934233
52,Urban,Male,44722
48,Urban,Male,67764
45,Urban,Female,1285940
56,Urban,Female,4324067
18,Rural,Male,56924
42,Urban,Male,74948
60,Urban,Female,1342634
55,Suburban,Female,67482
37,Urban,Male,71446
20,Suburban,Female,629951
68,Suburban,Male,68972
19,Urban,Male,65394
35,Urban,Female,73284
61,Urban,Female,3604018
27,Urban,Male,668302
22,Urban,Female,68882
26,Suburban,Male,69374
19,Suburban,Male,73740
51,Urban,Male,74944
55,Suburban,Female,73776
48,Urban,Female,52530
27,Urban,Male,71248
67,Urban,Female,265868
29,Urban,Female,48041
53,Suburban,Male,1485795
38,Urban,Female,71314
66,Urban,Female,70148
64,Urban,Female,117874
23,Urban,Male,74596
65,Suburban,Female,780420
66,Suburban,Female,1674520
20,Urban,Male,876480
27,Urban,Male,70704
22,Urban,Male,73644
63,Urban,Female,67426
43,Urban,Female,5251296
38,Urban,Male,1508213
62,Rural,Female,66114
43,Urban,Female,3025796
55,Urban,Male,74716
61,Urban,Male,68572
43,Urban,Female,192666
25,Urban,Male,64924
22,Urban,Male,70098
32,Urban,Female,74462
33,Urban,Male,71900
18,Urban,Female,67574
33,Urban,Female,68528
54,Suburban,Male,9752270
20,Suburban,Male,266865
69,Suburban,Male,66798
64,Urban,Female,39459
48,Urban,Male,73210
30,Urban,Male,66866
33,Urban,Male,68550
60,Suburban,Male,4644089
38,Urban,Female,66278
19,Suburban,Female,66648
44,Suburban,Male,73778
55,Suburban,Male,72980
43,Suburban,Female,61882
55,Urban,Female,185614
63,Urban,Female,72732
42,Urban,Male,409654
28,Urban,Male,70446
25,Urban,Male,1827546
25,Urban,Male,73996
50,Rural,Female,2041981
70,Urban,Male,73194
24,Suburban,Female,66470
55,Urban,Female,72800
38,Rural,Female,1317332
25,Urban,Female,68772
68,Urban,Male,111348
38,Urban,Female,66768
37,Suburban,Female,65046
25,Urban,Female,64948
63,Suburban,Male,67594
48,Urban,Female,1041152
67,Urban,Female,257516
46,Urban,Female,72662
65,Suburban,Male,1863886
26,Urban,Female,71862
32,Suburban,Male,74844
47,Urban,Male,71276
43,Urban,Male,68520
27,Urban,Female,65968
46,Urban,Female,67140
33,Urban,Female,65152
53,Suburban,Female,70240
37,Suburban,Female,67470
62,Urban,Female,5766152
54,Urban,Male,1875206
39,Urban,Female,65526
24,Rural,Female,5113844
40,Suburban,Male,69462
58,Urban,Female,66332
57,Urban,Male,73216
46,Rural,Male,66480
33,Urban,Female,3275352
55,Rural,Male,125898
45,Urban,Male,72326
65,Urban,Male,815360
55,Urban,Female,70184
48,Urban,Female,173349
31,Suburban,Male,5586437
70,Urban,Male,68646
50,Urban,Female,69396
26,Rural,Female,374753
44,Urban,Female,75212
41,Urban,Male,420199
30,Urban,Male,70640
43,Urban,Female,99806
46,Urban,Female,66324
68,Urban,Male,67096
66,Urban,Female,71038
60,Urban,Male,64938
45,Urban,Female,75228
45,Urban,Male,71168
25,Urban,Female,1503823
40,Urban,Female,69028
46,Urban,Female,1357012
22,Urban,Male,70128
59,Urban,Female,71578
24,Rural,Female,67232
59,Urban,Female,65552
53,Urban,Female,71752
58,Suburban,Female,66978
44,Suburban,Female,70646
63,Rural,Male,59617
19,Urban,Male,279059
42,Urban,Female,71256
26,Urban,Male,72812
70,Urban,Male,73068
44,Urban,Female,4967902
18,Suburban,Female,69686
40,Urban,Male,66808
27,Urban,Female,8000230
59,Urban,Male,70562
69,Rural,Male,1589756
42,Urban,Female,68974
20,Rural,Female,4333422
23,Suburban,Male,70604
23,Rural,Female,71668
70,Suburban,Male,66492
19,Urban,Female,73298
35,Suburban,Male,67558
40,Urban,Male,73336
19,Urban,Female,66914
29,Urban,Male,1575152
39,Urban,Female,4646350
54,Urban,Female,68218
37,Urban,Female,72396
56,Urban,Male,38179
41,Rural,Male,73290
65,Urban,Male,71270
37,Urban,Male,71836
18,Urban,Female,66630
18,Urban,Female,72344
34,Urban,Male,74976
18,Suburban,Male,995401
70,Urban,Male,1397957
69,Urban,Male,65180
62,Suburban,Female,67244
47,Urban,Female,944091
58,Urban,Female,66092
64,Suburban,Male,67652
20,Urban,Male,36817
63,Urban,Male,33945
28,Urban,Male,75398
41,Urban,Female,550622
39,Urban,Male,69228
61,Suburban,Female,290025
62,Urban,Female,68820
43,Urban,Female,72546
30,Urban,Female,69080
18,Rural,Male,37367
41,Suburban,Female,1532447
27,Suburban,Male,87882
52,Urban,Female,65592
41,Suburban,Female,80445
45,Suburban,Female,69274
53,Urban,Female,65154
33,Rural,Female,2127954
57,Suburban,Female,68504
33,Rural,Female,60574
34,Suburban,Female,67314
68,Suburban,Male,74912
32,Rural,Male,3504686
33,Urban,Female,74282
32,Suburban,Male,266122
51,Urban,Male,71968
28,Suburban,Female,67682
18,Suburban,Male,755390
32,Suburban,Male,67424
43,Suburban,Female,70380
68,Urban,Male,669079
21,Urban,Female,80940
60,Urban,Male,162928
22,Urban,Female,71636
52,Urban,Female,67202
30,Urban,Male,72056
27,Urban,Male,1680530
28,Urban,Male,70712
35,Urban,Male,8814951
51,Suburban,Female,74982
56,Urban,Male,73066
58,Urban,Male,69840
59,Suburban,Male,75018
67,Urban,Female,71970
40,Urban,Female,1159788
24,Urban,Male,446872
56,Rural,Female,71120
20,Urban,Male,111890
29,Suburban,Female,67022
24,Urban,Female,71898
66,Urban,Female,3005670
43,Urban,Male,69096
50,Urban,Female,1003474
54,Suburban,Female,57072
65,Urban,Female,5714922
32,Suburban,Male,71782
19,Urban,Male,67134
58,Urban,Male,9392668
24,Urban,Male,71274
49,Rural,Male,8246820
21,Urban,Female,65148
37,Urban,Female,66740
67,Urban,Female,1860239
70,Urban,Male,80650
53,Urban,Female,71446
49,Urban,Female,4378293
45,Rural,Female,515366
30,Urban,Female,74190
18,Rural,Female,73304
52,Urban,Male,75074
65,Urban,Female,5758380
47,Rural,Female,74014
53,Urban,Female,198672
42,Urban,Female,65204
33,Urban,Male,68704
36,Rural,Female,659113
18,Urban,Male,65568
22,Suburban,Male,72356
68,Urban,Male,74280
39,Urban,Female,417271
41,Urban,Female,33295
60,Rural,Male,8358611
62,Suburban,Female,71140
69,Urban,Male,74532
54,Urban,Male,70934
70,Urban,Female,66296
53,Urban,Male,73180
53,Urban,Female,523245
21,Suburban,Male,168082
53,Urban,Female,201683
69,Rural,Male,66812
70,Urban,Female,42593
35,Urban,Female,65808
67,Rural,Male,68912
33,Urban,Male,4993567
58,Urban,Female,72944
35,Suburban,Female,75114
39,Urban,Male,73024
19,Urban,Male,75134
38,Urban,Male,363510
53,Urban,Male,457352
61,Urban,Male,65500
56,Urban,Male,74368
64,Urban,Male,67082
56,Urban,Female,1120975
46,Suburban,Male,70608
43,Urban,Female,74428
38,Urban,Female,73396
34,Urban,Male,72038
33,Suburban,Male,75434
48,Urban,Male,878745
68,Urban,Female,73130
26,Urban,Male,71930
48,Suburban,Female,67440
31,Urban,Male,66410
66,Urban,Male,262780
54,Urban,Female,1684455
19,Urban,Male,71988
69,Rural,Female,3279662
65,Suburban,Male,4062299
63,Urban,Female,157715
31,Suburban,Female,7272269
50,Urban,Male,73990
52,Suburban,Male,71478
56,Urban,Female,744363
64,Urban,Male,2736301
68,Rural,Male,65648
37,Suburban,Female,1807604
19,Rural,Male,65908
68,Suburban,Male,7882186
58,Urban,Male,5477453
36,Urban,Male,405641
54,Urban,Male,67324
35,Urban,Female,254653
33,Urban,Male,2295842
21,Urban,Female,65396
29,Urban,Female,231416
46,Urban,Male,74424
24,Urban,Female,70886
31,Urban,Female,152605
29,Urban,Male,67528
52,Rural,Female,70664
22,Urban,Male,70478
34,Urban,Female,72656
59,Urban,Female,192598
49,Suburban,Female,68630
27,Urban,Female,34459
60,Rural,Female,6377389
