"Age","Location","Gender","Income","Income_Category","EuclideanCluster","ManhattanCluster","CosineCluster"
57,"Urban","Female",68220,"$50,000 to $74,999",3,2,1
55,"Urban","Female",69942,"$50,000 to $74,999",3,2,1
36,"Urban","Female",70344,"$50,000 to $74,999",3,2,2
67,"Rural","Female",72104,"$50,000 to $74,999",2,3,1
50,"Rural","Male",66698,"$50,000 to $74,999",1,3,3
31,"Urban","Male",67388,"$50,000 to $74,999",3,1,4
50,"Urban","Female",70110,"$50,000 to $74,999",3,2,1
46,"Suburban","Male",66132,"$50,000 to $74,999",1,4,3
53,"Urban","Female",65934,"$50,000 to $74,999",2,2,1
61,"Suburban","Male",72294,"$50,000 to $74,999",1,4,1
27,"Urban","Female",65484,"$50,000 to $74,999",3,2,2
44,"Urban","Male",74644,"$50,000 to $74,999",1,1,4
45,"Urban","Male",64912,"$50,000 to $74,999",1,1,4
33,"Urban","Male",72448,"$50,000 to $74,999",3,1,4
40,"Urban","Female",67186,"$50,000 to $74,999",3,2,2
37,"Urban","Female",68038,"$50,000 to $74,999",3,2,2
42,"Urban","Male",64908,"$50,000 to $74,999",3,1,4
64,"Urban","Male",70564,"$50,000 to $74,999",1,1,1
46,"Urban","Male",71074,"$50,000 to $74,999",1,1,1
18,"Urban","Female",70050,"$50,000 to $74,999",3,2,2
62,"Urban","Female",72992,"$50,000 to $74,999",2,2,1
52,"Urban","Male",74578,"$50,000 to $74,999",1,1,1
58,"Suburban","Male",55951,"$50,000 to $74,999",4,2,3
20,"Urban","Male",68978,"$50,000 to $74,999",3,1,4
42,"Urban","Female",71988,"$50,000 to $74,999",3,2,1
62,"Urban","Female",66284,"$50,000 to $74,999",2,2,1
61,"Urban","Female",72992,"$50,000 to $74,999",2,2,1
62,"Urban","Male",67648,"$50,000 to $74,999",1,1,3
51,"Urban","Male",70110,"$50,000 to $74,999",1,1,1
38,"Urban","Female",72838,"$50,000 to $74,999",3,2,2
65,"Urban","Male",69144,"$50,000 to $74,999",1,1,1
40,"Urban","Female",66078,"$50,000 to $74,999",3,2,2
23,"Urban","Male",71176,"$50,000 to $74,999",3,1,4
68,"Urban","Female",67952,"$50,000 to $74,999",2,2,1
70,"Urban","Male",74306,"$50,000 to $74,999",1,1,1
30,"Urban","Male",68634,"$50,000 to $74,999",3,1,4
66,"Urban","Female",69326,"$50,000 to $74,999",2,2,1
40,"Urban","Male",69592,"$50,000 to $74,999",1,1,4
26,"Urban","Female",70376,"$50,000 to $74,999",3,2,2
34,"Suburban","Male",72160,"$50,000 to $74,999",3,4,2
19,"Urban","Male",69020,"$50,000 to $74,999",3,1,4
36,"Urban","Female",72202,"$50,000 to $74,999",3,2,2
24,"Urban","Male",68222,"$50,000 to $74,999",3,1,4
34,"Suburban","Male",68456,"$50,000 to $74,999",3,4,2
44,"Suburban","Female",70518,"$50,000 to $74,999",3,4,2
19,"Urban","Male",70762,"$50,000 to $74,999",3,1,4
56,"Urban","Female",68604,"$50,000 to $74,999",3,2,1
35,"Urban","Female",67770,"$50,000 to $74,999",3,2,2
70,"Urban","Female",74184,"$50,000 to $74,999",2,2,1
24,"Urban","Male",65442,"$50,000 to $74,999",3,1,4
34,"Suburban","Female",67332,"$50,000 to $74,999",3,4,2
56,"Urban","Male",67538,"$50,000 to $74,999",1,1,3
21,"Suburban","Female",67864,"$50,000 to $74,999",3,4,2
55,"Suburban","Female",66714,"$50,000 to $74,999",2,4,3
42,"Urban","Male",64922,"$50,000 to $74,999",3,1,4
47,"Suburban","Female",65148,"$50,000 to $74,999",3,4,3
29,"Urban","Male",69702,"$50,000 to $74,999",3,1,4
41,"Suburban","Male",73772,"$50,000 to $74,999",3,4,2
46,"Urban","Male",67760,"$50,000 to $74,999",1,1,4
26,"Urban","Male",67874,"$50,000 to $74,999",3,1,4
21,"Urban","Female",71276,"$50,000 to $74,999",3,2,2
68,"Urban","Male",73932,"$50,000 to $74,999",1,1,1
31,"Urban","Female",72256,"$50,000 to $74,999",3,2,2
36,"Urban","Female",74462,"$50,000 to $74,999",3,2,1
29,"Urban","Female",73526,"$50,000 to $74,999",3,2,2
28,"Rural","Female",71780,"$50,000 to $74,999",3,3,2
52,"Suburban","Female",69606,"$50,000 to $74,999",2,4,3
40,"Urban","Male",71424,"$50,000 to $74,999",1,1,4
34,"Suburban","Male",66708,"$50,000 to $74,999",3,4,2
18,"Rural","Male",71698,"$50,000 to $74,999",3,3,2
49,"Urban","Female",67692,"$50,000 to $74,999",3,2,1
26,"Urban","Male",73548,"$50,000 to $74,999",3,1,4
45,"Urban","Female",65428,"$50,000 to $74,999",3,2,2
52,"Urban","Male",64888,"$50,000 to $74,999",1,1,3
39,"Urban","Female",72168,"$50,000 to $74,999",3,2,2
36,"Urban","Male",66514,"$50,000 to $74,999",3,1,4
37,"Urban","Female",66182,"$50,000 to $74,999",3,2,2
38,"Suburban","Male",71734,"$50,000 to $74,999",3,4,2
66,"Urban","Male",72178,"$50,000 to $74,999",1,1,1
62,"Urban","Male",72998,"$50,000 to $74,999",1,1,1
64,"Urban","Male",67490,"$50,000 to $74,999",1,1,3
56,"Urban","Female",69268,"$50,000 to $74,999",3,2,1
65,"Suburban","Male",72834,"$50,000 to $74,999",1,4,1
49,"Urban","Female",72920,"$50,000 to $74,999",2,2,1
44,"Suburban","Female",72560,"$50,000 to $74,999",3,4,2
35,"Suburban","Male",74288,"$50,000 to $74,999",3,4,2
66,"Rural","Female",69164,"$50,000 to $74,999",2,3,3
35,"Urban","Male",71994,"$50,000 to $74,999",1,1,4
25,"Urban","Male",71026,"$50,000 to $74,999",3,1,4
51,"Suburban","Male",74600,"$50,000 to $74,999",1,4,1
53,"Urban","Male",71490,"$50,000 to $74,999",1,1,1
35,"Urban","Female",73074,"$50,000 to $74,999",3,2,2
55,"Urban","Female",65536,"$50,000 to $74,999",2,2,1
63,"Urban","Male",73074,"$50,000 to $74,999",1,1,1
25,"Urban","Male",65088,"$50,000 to $74,999",3,1,4
68,"Urban","Female",71180,"$50,000 to $74,999",2,2,1
22,"Urban","Male",70698,"$50,000 to $74,999",3,1,4
31,"Urban","Female",72980,"$50,000 to $74,999",3,2,2
45,"Rural","Female",72170,"$50,000 to $74,999",2,3,1
47,"Urban","Female",71314,"$50,000 to $74,999",3,2,1
21,"Urban","Male",69528,"$50,000 to $74,999",3,1,4
60,"Urban","Male",74630,"$50,000 to $74,999",1,1,1
31,"Urban","Female",65464,"$50,000 to $74,999",3,2,2
48,"Urban","Female",67150,"$50,000 to $74,999",3,2,1
40,"Suburban","Male",71098,"$50,000 to $74,999",3,4,2
65,"Urban","Male",68860,"$50,000 to $74,999",1,1,1
21,"Suburban","Male",72902,"$50,000 to $74,999",3,4,2
32,"Suburban","Female",68372,"$50,000 to $74,999",3,4,2
41,"Urban","Male",69308,"$50,000 to $74,999",1,1,4
42,"Urban","Female",69552,"$50,000 to $74,999",3,2,2
18,"Urban","Male",68772,"$50,000 to $74,999",3,1,4
24,"Urban","Female",72162,"$50,000 to $74,999",3,2,2
29,"Urban","Female",67088,"$50,000 to $74,999",3,2,2
59,"Urban","Male",67368,"$50,000 to $74,999",1,1,3
67,"Urban","Male",74978,"$50,000 to $74,999",1,1,1
59,"Urban","Female",68352,"$50,000 to $74,999",3,2,1
55,"Urban","Female",68336,"$50,000 to $74,999",3,2,1
29,"Urban","Male",74964,"$50,000 to $74,999",3,1,4
19,"Urban","Male",67298,"$50,000 to $74,999",3,1,4
27,"Urban","Female",67782,"$50,000 to $74,999",3,2,2
47,"Urban","Female",65750,"$50,000 to $74,999",3,2,1
34,"Suburban","Male",69412,"$50,000 to $74,999",3,4,2
21,"Suburban","Male",74728,"$50,000 to $74,999",3,4,2
58,"Urban","Female",68528,"$50,000 to $74,999",3,2,1
51,"Urban","Female",68314,"$50,000 to $74,999",3,2,1
23,"Suburban","Male",67930,"$50,000 to $74,999",3,4,2
67,"Urban","Female",74014,"$50,000 to $74,999",2,2,1
62,"Urban","Female",68912,"$50,000 to $74,999",2,2,1
68,"Urban","Female",73332,"$50,000 to $74,999",2,2,1
32,"Urban","Female",73764,"$50,000 to $74,999",3,2,2
31,"Urban","Male",74268,"$50,000 to $74,999",3,1,4
23,"Suburban","Female",71850,"$50,000 to $74,999",3,4,2
54,"Urban","Female",74000,"$50,000 to $74,999",2,2,1
67,"Urban","Male",67161,"$50,000 to $74,999",1,1,3
20,"Rural","Female",72276,"$50,000 to $74,999",3,3,2
20,"Urban","Male",68022,"$50,000 to $74,999",3,1,4
39,"Urban","Female",74652,"$50,000 to $74,999",3,2,1
39,"Urban","Female",69160,"$50,000 to $74,999",3,2,2
27,"Suburban","Female",74238,"$50,000 to $74,999",3,4,2
20,"Urban","Male",65556,"$50,000 to $74,999",3,1,4
29,"Urban","Male",69212,"$50,000 to $74,999",3,1,4
65,"Urban","Female",63488,"$50,000 to $74,999",2,2,1
34,"Urban","Female",68856,"$50,000 to $74,999",3,2,2
19,"Rural","Male",74052,"$50,000 to $74,999",3,3,2
21,"Urban","Male",69072,"$50,000 to $74,999",3,1,4
56,"Suburban","Male",65090,"$50,000 to $74,999",1,4,3
34,"Urban","Male",64890,"$50,000 to $74,999",3,1,4
69,"Urban","Female",73292,"$50,000 to $74,999",2,2,1
22,"Urban","Female",65000,"$50,000 to $74,999",3,2,2
26,"Suburban","Male",68914,"$50,000 to $74,999",3,4,2
44,"Urban","Female",72598,"$50,000 to $74,999",2,2,1
36,"Urban","Male",71016,"$50,000 to $74,999",1,1,4
38,"Urban","Male",71132,"$50,000 to $74,999",1,1,4
41,"Urban","Female",65004,"$50,000 to $74,999",3,2,2
20,"Urban","Male",62980,"$50,000 to $74,999",4,1,4
54,"Urban","Female",73416,"$50,000 to $74,999",2,2,1
65,"Urban","Male",73758,"$50,000 to $74,999",1,1,1
52,"Suburban","Male",65822,"$50,000 to $74,999",1,4,3
48,"Suburban","Female",74264,"$50,000 to $74,999",2,4,1
61,"Urban","Female",65808,"$50,000 to $74,999",2,2,1
57,"Urban","Male",71156,"$50,000 to $74,999",1,1,1
31,"Urban","Male",72484,"$50,000 to $74,999",3,1,4
30,"Rural","Male",65248,"$50,000 to $74,999",3,3,2
44,"Urban","Female",65826,"$50,000 to $74,999",3,2,1
23,"Urban","Male",70308,"$50,000 to $74,999",3,1,4
53,"Urban","Female",65728,"$50,000 to $74,999",2,2,1
57,"Urban","Female",62149,"$50,000 to $74,999",2,2,3
52,"Urban","Female",67120,"$50,000 to $74,999",2,2,1
34,"Urban","Female",65100,"$50,000 to $74,999",3,2,2
30,"Urban","Female",69898,"$50,000 to $74,999",3,2,2
19,"Urban","Male",67856,"$50,000 to $74,999",3,1,4
69,"Urban","Female",74816,"$50,000 to $74,999",2,2,1
45,"Urban","Male",67986,"$50,000 to $74,999",1,1,4
39,"Urban","Male",70730,"$50,000 to $74,999",1,1,4
64,"Urban","Male",73528,"$50,000 to $74,999",1,1,1
60,"Urban","Male",66646,"$50,000 to $74,999",1,1,3
20,"Urban","Female",74850,"$50,000 to $74,999",3,2,2
52,"Urban","Male",66828,"$50,000 to $74,999",1,1,3
29,"Urban","Male",60383,"$50,000 to $74,999",4,1,3
41,"Urban","Female",72512,"$50,000 to $74,999",3,2,1
22,"Urban","Female",65970,"$50,000 to $74,999",3,2,2
37,"Urban","Male",67796,"$50,000 to $74,999",3,1,4
56,"Urban","Female",72670,"$50,000 to $74,999",2,2,1
70,"Urban","Male",66740,"$50,000 to $74,999",1,1,3
29,"Urban","Female",66468,"$50,000 to $74,999",3,2,2
27,"Rural","Male",67390,"$50,000 to $74,999",3,3,2
62,"Urban","Female",67612,"$50,000 to $74,999",2,2,1
52,"Urban","Female",73468,"$50,000 to $74,999",2,2,1
20,"Urban","Female",66482,"$50,000 to $74,999",3,2,2
22,"Urban","Female",71472,"$50,000 to $74,999",3,2,2
43,"Urban","Male",71855,"$50,000 to $74,999",1,1,4
28,"Urban","Female",69078,"$50,000 to $74,999",3,2,2
24,"Suburban","Female",68558,"$50,000 to $74,999",3,4,2
70,"Rural","Male",72060,"$50,000 to $74,999",1,3,1
59,"Suburban","Male",72526,"$50,000 to $74,999",1,4,1
69,"Urban","Female",65692,"$50,000 to $74,999",2,2,1
20,"Rural","Female",72374,"$50,000 to $74,999",3,3,2
25,"Urban","Male",68358,"$50,000 to $74,999",3,1,4
48,"Urban","Female",72976,"$50,000 to $74,999",2,2,1
28,"Urban","Male",67144,"$50,000 to $74,999",3,1,4
62,"Urban","Male",72860,"$50,000 to $74,999",1,1,1
24,"Urban","Female",74552,"$50,000 to $74,999",3,2,2
58,"Urban","Female",68044,"$50,000 to $74,999",2,2,1
37,"Urban","Male",72000,"$50,000 to $74,999",1,1,4
67,"Rural","Male",66012,"$50,000 to $74,999",1,3,3
56,"Urban","Male",71918,"$50,000 to $74,999",1,1,1
34,"Urban","Female",67924,"$50,000 to $74,999",3,2,2
62,"Suburban","Female",69976,"$50,000 to $74,999",2,4,3
28,"Urban","Female",68208,"$50,000 to $74,999",3,2,2
23,"Urban","Male",71840,"$50,000 to $74,999",3,1,4
23,"Urban","Female",55690,"$50,000 to $74,999",4,2,3
55,"Urban","Male",67388,"$50,000 to $74,999",1,1,3
42,"Urban","Female",72614,"$50,000 to $74,999",3,2,1
32,"Urban","Female",72496,"$50,000 to $74,999",3,2,2
66,"Urban","Female",68202,"$50,000 to $74,999",2,2,1
46,"Suburban","Male",66976,"$50,000 to $74,999",1,4,3
54,"Urban","Male",67044,"$50,000 to $74,999",1,1,3
66,"Urban","Female",72810,"$50,000 to $74,999",2,2,1
69,"Urban","Male",69136,"$50,000 to $74,999",1,1,1
67,"Urban","Female",74582,"$50,000 to $74,999",2,2,1
22,"Suburban","Female",67378,"$50,000 to $74,999",3,4,2
35,"Urban","Female",68574,"$50,000 to $74,999",3,2,2
70,"Urban","Male",66570,"$50,000 to $74,999",1,1,3
54,"Urban","Female",69518,"$50,000 to $74,999",3,2,1
68,"Rural","Female",74886,"$50,000 to $74,999",2,3,1
48,"Suburban","Female",73702,"$50,000 to $74,999",2,4,1
32,"Suburban","Male",70716,"$50,000 to $74,999",3,4,2
59,"Urban","Female",71932,"$50,000 to $74,999",2,2,1
65,"Suburban","Female",72110,"$50,000 to $74,999",2,4,1
61,"Urban","Male",67152,"$50,000 to $74,999",1,1,3
40,"Suburban","Female",73198,"$50,000 to $74,999",3,4,2
45,"Urban","Male",70960,"$50,000 to $74,999",1,1,1
19,"Urban","Male",74122,"$50,000 to $74,999",3,1,4
58,"Suburban","Female",65854,"$50,000 to $74,999",2,4,3
22,"Urban","Male",74914,"$50,000 to $74,999",3,1,4
45,"Urban","Male",72868,"$50,000 to $74,999",1,1,4
70,"Suburban","Female",74256,"$50,000 to $74,999",2,4,1
56,"Rural","Male",68050,"$50,000 to $74,999",1,3,3
62,"Urban","Female",71794,"$50,000 to $74,999",2,2,1
41,"Urban","Female",71166,"$50,000 to $74,999",3,2,2
44,"Urban","Female",73552,"$50,000 to $74,999",3,2,1
47,"Suburban","Female",73026,"$50,000 to $74,999",2,4,1
62,"Urban","Female",68894,"$50,000 to $74,999",2,2,1
55,"Urban","Male",74650,"$50,000 to $74,999",1,1,1
40,"Urban","Female",73556,"$50,000 to $74,999",3,2,1
51,"Urban","Female",65712,"$50,000 to $74,999",2,2,1
32,"Suburban","Male",74820,"$50,000 to $74,999",3,4,2
46,"Urban","Female",65842,"$50,000 to $74,999",3,2,1
68,"Urban","Male",66084,"$50,000 to $74,999",1,1,3
56,"Urban","Female",66630,"$50,000 to $74,999",2,2,1
21,"Suburban","Male",72086,"$50,000 to $74,999",3,4,2
20,"Suburban","Male",68470,"$50,000 to $74,999",3,4,2
46,"Urban","Female",71610,"$50,000 to $74,999",3,2,1
69,"Urban","Male",68586,"$50,000 to $74,999",1,1,1
50,"Urban","Male",68170,"$50,000 to $74,999",1,1,1
55,"Rural","Female",74306,"$50,000 to $74,999",2,3,1
28,"Urban","Male",65338,"$50,000 to $74,999",3,1,4
38,"Urban","Male",65222,"$50,000 to $74,999",3,1,4
56,"Suburban","Female",67168,"$50,000 to $74,999",2,4,3
44,"Urban","Male",67030,"$50,000 to $74,999",1,1,4
53,"Suburban","Male",73068,"$50,000 to $74,999",1,4,1
64,"Urban","Female",68504,"$50,000 to $74,999",2,2,1
48,"Urban","Male",67764,"$50,000 to $74,999",1,1,1
18,"Rural","Male",56924,"$50,000 to $74,999",4,2,3
42,"Urban","Male",74948,"$50,000 to $74,999",1,1,4
55,"Suburban","Female",67482,"$50,000 to $74,999",2,4,3
37,"Urban","Male",71446,"$50,000 to $74,999",1,1,4
68,"Suburban","Male",68972,"$50,000 to $74,999",1,4,3
19,"Urban","Male",65394,"$50,000 to $74,999",3,1,4
35,"Urban","Female",73284,"$50,000 to $74,999",3,2,2
22,"Urban","Female",68882,"$50,000 to $74,999",3,2,2
26,"Suburban","Male",69374,"$50,000 to $74,999",3,4,2
19,"Suburban","Male",73740,"$50,000 to $74,999",3,4,2
51,"Urban","Male",74944,"$50,000 to $74,999",1,1,1
55,"Suburban","Female",73776,"$50,000 to $74,999",2,4,1
48,"Urban","Female",52530,"$50,000 to $74,999",4,2,3
27,"Urban","Male",71248,"$50,000 to $74,999",3,1,4
38,"Urban","Female",71314,"$50,000 to $74,999",3,2,2
66,"Urban","Female",70148,"$50,000 to $74,999",2,2,1
23,"Urban","Male",74596,"$50,000 to $74,999",3,1,4
27,"Urban","Male",70704,"$50,000 to $74,999",3,1,4
22,"Urban","Male",73644,"$50,000 to $74,999",3,1,4
63,"Urban","Female",67426,"$50,000 to $74,999",2,2,1
62,"Rural","Female",66114,"$50,000 to $74,999",1,3,3
55,"Urban","Male",74716,"$50,000 to $74,999",1,1,1
61,"Urban","Male",68572,"$50,000 to $74,999",1,1,1
25,"Urban","Male",64924,"$50,000 to $74,999",3,1,4
22,"Urban","Male",70098,"$50,000 to $74,999",3,1,4
32,"Urban","Female",74462,"$50,000 to $74,999",3,2,2
33,"Urban","Male",71900,"$50,000 to $74,999",1,1,4
18,"Urban","Female",67574,"$50,000 to $74,999",3,2,2
33,"Urban","Female",68528,"$50,000 to $74,999",3,2,2
69,"Suburban","Male",66798,"$50,000 to $74,999",1,4,3
48,"Urban","Male",73210,"$50,000 to $74,999",1,1,4
30,"Urban","Male",66866,"$50,000 to $74,999",3,1,4
33,"Urban","Male",68550,"$50,000 to $74,999",3,1,4
38,"Urban","Female",66278,"$50,000 to $74,999",3,2,2
19,"Suburban","Female",66648,"$50,000 to $74,999",3,4,2
44,"Suburban","Male",73778,"$50,000 to $74,999",3,4,1
55,"Suburban","Male",72980,"$50,000 to $74,999",1,4,1
43,"Suburban","Female",61882,"$50,000 to $74,999",3,4,3
63,"Urban","Female",72732,"$50,000 to $74,999",2,2,1
28,"Urban","Male",70446,"$50,000 to $74,999",3,1,4
25,"Urban","Male",73996,"$50,000 to $74,999",3,1,4
70,"Urban","Male",73194,"$50,000 to $74,999",1,1,1
24,"Suburban","Female",66470,"$50,000 to $74,999",3,4,2
55,"Urban","Female",72800,"$50,000 to $74,999",2,2,1
25,"Urban","Female",68772,"$50,000 to $74,999",3,2,2
38,"Urban","Female",66768,"$50,000 to $74,999",3,2,2
37,"Suburban","Female",65046,"$50,000 to $74,999",3,4,2
25,"Urban","Female",64948,"$50,000 to $74,999",3,2,2
63,"Suburban","Male",67594,"$50,000 to $74,999",1,4,3
46,"Urban","Female",72662,"$50,000 to $74,999",2,2,1
26,"Urban","Female",71862,"$50,000 to $74,999",3,2,2
32,"Suburban","Male",74844,"$50,000 to $74,999",3,4,2
47,"Urban","Male",71276,"$50,000 to $74,999",1,1,1
43,"Urban","Male",68520,"$50,000 to $74,999",3,1,4
27,"Urban","Female",65968,"$50,000 to $74,999",3,2,2
46,"Urban","Female",67140,"$50,000 to $74,999",3,2,1
33,"Urban","Female",65152,"$50,000 to $74,999",3,2,2
53,"Suburban","Female",70240,"$50,000 to $74,999",2,4,3
37,"Suburban","Female",67470,"$50,000 to $74,999",3,4,2
39,"Urban","Female",65526,"$50,000 to $74,999",3,2,2
40,"Suburban","Male",69462,"$50,000 to $74,999",3,4,2
58,"Urban","Female",66332,"$50,000 to $74,999",2,2,1
57,"Urban","Male",73216,"$50,000 to $74,999",1,1,1
46,"Rural","Male",66480,"$50,000 to $74,999",1,3,3
45,"Urban","Male",72326,"$50,000 to $74,999",1,1,4
55,"Urban","Female",70184,"$50,000 to $74,999",3,2,1
70,"Urban","Male",68646,"$50,000 to $74,999",1,1,1
50,"Urban","Female",69396,"$50,000 to $74,999",3,2,1
30,"Urban","Male",70640,"$50,000 to $74,999",3,1,4
46,"Urban","Female",66324,"$50,000 to $74,999",3,2,1
68,"Urban","Male",67096,"$50,000 to $74,999",1,1,3
66,"Urban","Female",71038,"$50,000 to $74,999",2,2,1
60,"Urban","Male",64938,"$50,000 to $74,999",1,1,3
45,"Urban","Male",71168,"$50,000 to $74,999",1,1,1
40,"Urban","Female",69028,"$50,000 to $74,999",3,2,2
22,"Urban","Male",70128,"$50,000 to $74,999",3,1,4
59,"Urban","Female",71578,"$50,000 to $74,999",2,2,1
24,"Rural","Female",67232,"$50,000 to $74,999",3,3,2
59,"Urban","Female",65552,"$50,000 to $74,999",2,2,1
53,"Urban","Female",71752,"$50,000 to $74,999",2,2,1
58,"Suburban","Female",66978,"$50,000 to $74,999",2,4,3
44,"Suburban","Female",70646,"$50,000 to $74,999",3,4,2
63,"Rural","Male",59617,"$50,000 to $74,999",4,2,3
42,"Urban","Female",71256,"$50,000 to $74,999",3,2,1
26,"Urban","Male",72812,"$50,000 to $74,999",3,1,4
70,"Urban","Male",73068,"$50,000 to $74,999",1,1,1
18,"Suburban","Female",69686,"$50,000 to $74,999",3,4,2
40,"Urban","Male",66808,"$50,000 to $74,999",3,1,4
59,"Urban","Male",70562,"$50,000 to $74,999",1,1,1
42,"Urban","Female",68974,"$50,000 to $74,999",3,2,1
23,"Suburban","Male",70604,"$50,000 to $74,999",3,4,2
23,"Rural","Female",71668,"$50,000 to $74,999",3,3,2
70,"Suburban","Male",66492,"$50,000 to $74,999",1,4,3
19,"Urban","Female",73298,"$50,000 to $74,999",3,2,2
35,"Suburban","Male",67558,"$50,000 to $74,999",3,4,2
40,"Urban","Male",73336,"$50,000 to $74,999",3,1,4
19,"Urban","Female",66914,"$50,000 to $74,999",3,2,2
54,"Urban","Female",68218,"$50,000 to $74,999",3,2,1
37,"Urban","Female",72396,"$50,000 to $74,999",3,2,2
41,"Rural","Male",73290,"$50,000 to $74,999",1,3,2
65,"Urban","Male",71270,"$50,000 to $74,999",1,1,1
37,"Urban","Male",71836,"$50,000 to $74,999",1,1,4
18,"Urban","Female",66630,"$50,000 to $74,999",3,2,2
18,"Urban","Female",72344,"$50,000 to $74,999",3,2,2
34,"Urban","Male",74976,"$50,000 to $74,999",3,1,4
69,"Urban","Male",65180,"$50,000 to $74,999",1,1,3
62,"Suburban","Female",67244,"$50,000 to $74,999",2,4,3
58,"Urban","Female",66092,"$50,000 to $74,999",2,2,1
64,"Suburban","Male",67652,"$50,000 to $74,999",1,4,3
39,"Urban","Male",69228,"$50,000 to $74,999",3,1,4
62,"Urban","Female",68820,"$50,000 to $74,999",2,2,1
43,"Urban","Female",72546,"$50,000 to $74,999",3,2,1
30,"Urban","Female",69080,"$50,000 to $74,999",3,2,2
52,"Urban","Female",65592,"$50,000 to $74,999",2,2,1
45,"Suburban","Female",69274,"$50,000 to $74,999",2,4,2
53,"Urban","Female",65154,"$50,000 to $74,999",2,2,1
57,"Suburban","Female",68504,"$50,000 to $74,999",2,4,3
33,"Rural","Female",60574,"$50,000 to $74,999",4,2,3
34,"Suburban","Female",67314,"$50,000 to $74,999",3,4,2
68,"Suburban","Male",74912,"$50,000 to $74,999",1,4,1
33,"Urban","Female",74282,"$50,000 to $74,999",3,2,2
51,"Urban","Male",71968,"$50,000 to $74,999",1,1,1
28,"Suburban","Female",67682,"$50,000 to $74,999",3,4,2
32,"Suburban","Male",67424,"$50,000 to $74,999",3,4,2
43,"Suburban","Female",70380,"$50,000 to $74,999",3,4,2
22,"Urban","Female",71636,"$50,000 to $74,999",3,2,2
52,"Urban","Female",67202,"$50,000 to $74,999",2,2,1
30,"Urban","Male",72056,"$50,000 to $74,999",3,1,4
28,"Urban","Male",70712,"$50,000 to $74,999",3,1,4
51,"Suburban","Female",74982,"$50,000 to $74,999",2,4,1
56,"Urban","Male",73066,"$50,000 to $74,999",1,1,1
